Signals=time	schematic1.osc	schematic1.direccion	schematic1.eprom_insreg	schematic1.insreg_deco	schematic1.deco_alu	schematic1.constate_mux	schematic1.entrada_b	schematic1.entrada_alu	schematic1.wreg_alu	schematic1.ir_addmux_direct	schematic1.bus_datos	schematic1.alu_status	schematic1.bit_opera	schematic1.n05060	schematic1.n02391	schematic1.n02384	schematic1.n10878	schematic1.n20956	schematic1.n10838
Radix=ns	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex
Type	IN	IN	I/O	I/O	I/O	I/O	IN	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O
Width	1	13	14	7	5	8	8	8	8	7	8	3	3	1	1	1	1	1	1
      4310	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4320	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4330	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4340	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4350	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4360	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4370	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4380	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4390	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4400	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4410	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4420	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4430	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4440	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4450	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4460	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4470	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4480	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4490	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4500	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4510	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4520	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4530	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4540	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4550	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4560	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4570	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4580	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4590	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4600	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4610	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4620	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4630	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4640	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4650	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4660	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4670	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4680	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4690	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4700	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4710	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4720	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4730	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4740	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4750	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4760	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4770	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4780	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4790	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4800	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4810	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4820	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4830	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4840	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4850	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4860	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4870	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4880	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4890	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4900	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4910	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4920	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      4930	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4940	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      4950	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4960	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      4970	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4980	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      4990	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5000	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5010	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5020	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5030	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5040	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5050	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5060	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5070	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5080	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5090	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5100	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5110	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5120	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5130	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5140	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5150	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5160	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5170	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5180	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5190	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5200	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5210	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5220	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5230	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5240	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5250	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5260	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5270	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5280	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5290	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5300	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5310	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5320	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5330	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5340	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5350	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5360	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5370	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5380	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5390	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5400	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5410	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5420	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5430	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5440	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5450	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5460	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5470	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5480	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5490	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5500	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5510	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5520	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5530	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5540	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5550	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5560	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5570	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5580	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5590	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5600	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5610	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5620	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5630	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5640	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5650	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5660	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5670	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5680	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5690	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5700	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5710	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5720	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5730	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5740	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5750	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5760	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5770	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5780	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5790	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5800	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5810	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5820	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5830	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5840	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5850	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5860	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5870	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5880	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5890	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5900	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5910	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5920	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      5930	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5940	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      5950	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5960	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      5970	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5980	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      5990	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6000	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6010	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6020	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6030	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6040	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6050	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6060	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6070	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6080	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6090	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6100	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6110	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6120	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6130	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6140	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6150	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6160	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6170	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6180	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6190	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6200	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6210	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6220	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6230	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6240	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6250	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6260	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6270	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6280	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6290	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6300	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6310	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6320	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6330	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6340	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6350	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6360	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6370	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6380	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6390	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6400	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6410	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6420	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6430	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6440	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6450	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6460	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6470	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6480	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6490	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6500	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6510	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6520	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
